,Dated,Normal care,Intensive care,Intensive care. 1,Cumulative Number of Death,Hospital discharges,Cumulative number of positives,Number of positives,Number of tests performed,Number of cumulative tests carried out,Positivity Rate,Death per day,Month
0,2020-02-24,,0,,,0,,,,,,,2020-02
1,2020-02-25,,0,,,0,,,,,,,2020-02
2,2020-02-26,,0,,,0,,,,,,,2020-02
3,2020-02-27,,0,,,0,,,,,,,2020-02
4,2020-02-28,,0,,,0,,,,,,,2020-02
5,2020-02-29,,0,,,0,,,,,,,2020-02
6,2020-03-01,,0,,,0,,,,,,,2020-03
7,2020-03-02,,0,,,0,,,,,,,2020-03
8,2020-03-03,,0,,,0,,,,,,,2020-03
9,2020-03-04,,0,,,0,,,,,,,2020-03
10,2020-03-05,,0,,,0,,,,,,,2020-03
11,2020-03-06,,0,,,0,,,,,,,2020-03
12,2020-03-07,,0,,,0,,,,,,,2020-03
13,2020-03-08,,0,,,0,,,,,,,2020-03
14,2020-03-09,,0,,,0,,,,,,,2020-03
15,2020-03-10,,0,,,3,,,,,,,2020-03
16,2020-03-11,,0,,,0,,,,,,,2020-03
17,2020-03-12,,0,,,1,,,,,,,2020-03
18,2020-03-13,,0,,,3,,,,,,,2020-03
19,2020-03-14,,0,,,0,,,,,,,2020-03
20,2020-03-15,,0,,,0,,,,,,,2020-03
21,2020-03-16,,0,,,4,,,,,,,2020-03
22,2020-03-17,0.0,0,0.0,3.0,1,197.0,108.0,578.0,1511.0,18.685121107266436,,2020-03
23,2020-03-18,0.0,0,0.0,3.0,3,344.0,147.0,880.0,2391.0,16.704545454545457,0.0,2020-03
24,2020-03-19,1.0,0,0.0,4.0,0,480.0,136.0,901.0,3292.0,15.09433962264151,1.0,2020-03
25,2020-03-20,18.0,3,3.0,6.0,2,648.0,168.0,995.0,4287.0,16.884422110552762,2.0,2020-03
26,2020-03-21,56.0,6,6.0,7.0,1,767.0,119.0,438.0,4725.0,27.168949771689498,1.0,2020-03
27,2020-03-22,63.0,5,2.0,7.0,5,788.0,21.0,21.0,4746.0,100.0,0.0,2020-03
28,2020-03-23,71.0,7,2.0,7.0,6,1007.0,219.0,1104.0,5850.0,19.83695652173913,0.0,2020-03
29,2020-03-24,97.0,9,2.0,7.0,2,1180.0,173.0,885.0,6735.0,19.54802259887006,0.0,2020-03
30,2020-03-25,128.0,21,14.0,9.0,2,1329.0,149.0,900.0,7635.0,16.555555555555557,2.0,2020-03
31,2020-03-26,120.0,26,20.0,9.0,11,1530.0,201.0,4597.0,12232.0,4.372416793561018,0.0,2020-03
32,2020-03-27,128.0,26,20.0,14.0,4,1682.0,152.0,1081.0,13313.0,14.061054579093431,5.0,2020-03
33,2020-03-28,152.0,29,23.0,17.0,7,1779.0,97.0,824.0,14137.0,11.771844660194175,3.0,2020-03
34,2020-03-29,160.0,27,21.0,21.0,1,1812.0,33.0,273.0,14410.0,12.087912087912088,4.0,2020-03
35,2020-03-30,150.0,30,24.0,22.0,19,1948.0,136.0,1075.0,15485.0,12.651162790697674,1.0,2020-03
36,2020-03-31,153.0,32,26.0,26.0,16,2034.0,86.0,936.0,16421.0,9.18803418803419,4.0,2020-03
37,2020-04-01,154.0,33,27.0,27.0,11,2153.0,119.0,1180.0,17601.0,10.084745762711865,1.0,2020-04
38,2020-04-02,171.0,40,30.0,28.0,8,2262.0,109.0,1341.0,18942.0,8.128262490678598,1.0,2020-04
39,2020-04-03,167.0,45,35.0,29.0,19,2349.0,87.0,1212.0,20154.0,7.1782178217821775,1.0,2020-04
40,2020-04-04,173.0,43,33.0,34.0,13,2408.0,59.0,824.0,20978.0,7.160194174757281,5.0,2020-04
41,2020-04-05,160.0,43,33.0,36.0,10,2439.0,31.0,551.0,21529.0,5.626134301270418,2.0,2020-04
42,2020-04-06,160.0,41,31.0,38.0,16,2498.0,59.0,1050.0,22579.0,5.6190476190476195,2.0,2020-04
43,2020-04-07,159.0,41,31.0,43.0,11,2559.0,61.0,1020.0,23599.0,5.980392156862745,5.0,2020-04
44,2020-04-08,168.0,43,33.0,46.0,9,2623.0,64.0,932.0,24531.0,6.866952789699571,3.0,2020-04
45,2020-04-09,163.0,39,29.0,49.0,10,2680.0,57.0,863.0,25394.0,6.60486674391657,3.0,2020-04
46,2020-04-10,165.0,38,28.0,54.0,17,2715.0,35.0,691.0,26085.0,5.065123010130246,5.0,2020-04
47,2020-04-11,150.0,40,30.0,58.0,7,2722.0,7.0,308.0,26393.0,2.272727272727273,4.0,2020-04
48,2020-04-12,161.0,40,31.0,62.0,2,2734.0,12.0,208.0,26601.0,5.769230769230769,4.0,2020-04
49,2020-04-13,139.0,42,33.0,65.0,13,2737.0,3.0,82.0,26683.0,3.6585365853658534,3.0,2020-04
50,2020-04-14,140.0,43,34.0,68.0,17,2796.0,59.0,1372.0,28055.0,4.300291545189505,3.0,2020-04
51,2020-04-15,124.0,44,35.0,68.0,10,2829.0,33.0,843.0,28898.0,3.9145907473309607,0.0,2020-04
52,2020-04-16,138.0,41,32.0,71.0,14,2854.0,25.0,958.0,29856.0,2.6096033402922756,3.0,2020-04
53,2020-04-17,124.0,39,30.0,71.0,11,2898.0,44.0,1032.0,30888.0,4.263565891472868,0.0,2020-04
54,2020-04-18,136.0,40,31.0,74.0,8,2913.0,15.0,528.0,31416.0,2.840909090909091,3.0,2020-04
55,2020-04-19,132.0,39,30.0,75.0,0,2916.0,3.0,191.0,31607.0,1.5706806282722512,1.0,2020-04
56,2020-04-20,130.0,39,31.0,78.0,20,2931.0,15.0,931.0,32538.0,1.611170784103115,3.0,2020-04
57,2020-04-21,126.0,38,31.0,80.0,8,2955.0,24.0,752.0,33290.0,3.1914893617021276,2.0,2020-04
58,2020-04-22,125.0,35,28.0,81.0,8,2964.0,9.0,1140.0,34430.0,0.7894736842105263,1.0,2020-04
59,2020-04-23,112.0,30,24.0,84.0,10,2980.0,16.0,789.0,35219.0,2.027883396704689,3.0,2020-04
60,2020-04-24,109.0,30,25.0,85.0,13,2997.0,17.0,1309.0,36528.0,1.2987012987012987,1.0,2020-04
61,2020-04-25,98.0,28,23.0,88.0,7,3009.0,12.0,607.0,37135.0,1.9769357495881383,3.0,2020-04
62,2020-04-26,100.0,25,20.0,88.0,4,3014.0,5.0,132.0,37267.0,3.787878787878788,0.0,2020-04
63,2020-04-27,89.0,25,20.0,89.0,17,3023.0,9.0,758.0,38025.0,1.1873350923482848,1.0,2020-04
64,2020-04-28,92.0,25,22.0,89.0,17,3040.0,17.0,1724.0,39749.0,0.9860788863109048,0.0,2020-04
65,2020-04-29,78.0,27,24.0,90.0,8,3050.0,10.0,1885.0,41634.0,0.5305039787798408,1.0,2020-04
66,2020-04-30,67.0,27,24.0,92.0,9,3062.0,12.0,1962.0,43596.0,0.6116207951070336,2.0,2020-04
67,2020-05-01,79.0,28,25.0,93.0,3,3069.0,7.0,1392.0,44988.0,0.5028735632183908,1.0,2020-05
68,2020-05-02,74.0,27,24.0,96.0,3,3073.0,4.0,694.0,45682.0,0.5763688760806917,3.0,2020-05
69,2020-05-03,73.0,26,23.0,96.0,2,3077.0,4.0,237.0,45919.0,1.6877637130801686,0.0,2020-05
70,2020-05-04,71.0,25,22.0,98.0,6,3088.0,11.0,1036.0,46955.0,1.0617760617760617,2.0,2020-05
71,2020-05-05,81.0,23,20.0,99.0,12,3096.0,8.0,1276.0,48231.0,0.6269592476489028,1.0,2020-05
72,2020-05-06,75.0,24,21.0,100.0,4,3102.0,6.0,1433.0,49664.0,0.41870202372644805,1.0,2020-05
73,2020-05-07,67.0,19,16.0,100.0,5,3107.0,5.0,1317.0,50981.0,0.3796507213363705,0.0,2020-05
74,2020-05-08,75.0,18,15.0,101.0,10,3110.0,3.0,1312.0,52293.0,0.22865853658536583,1.0,2020-05
75,2020-05-09,68.0,17,14.0,101.0,5,3118.0,8.0,730.0,53023.0,1.095890410958904,0.0,2020-05
76,2020-05-10,59.0,21,18.0,101.0,3,3119.0,1.0,212.0,53235.0,0.4716981132075472,0.0,2020-05
77,2020-05-11,56.0,23,22.0,102.0,1,3123.0,4.0,1047.0,54282.0,0.38204393505253104,1.0,2020-05
78,2020-05-12,57.0,23,22.0,103.0,4,3130.0,7.0,1391.0,55673.0,0.503235082674335,1.0,2020-05
79,2020-05-13,59.0,12,11.0,103.0,7,3139.0,9.0,1206.0,56879.0,0.7462686567164178,0.0,2020-05
80,2020-05-14,63.0,12,11.0,104.0,3,3142.0,3.0,1293.0,58172.0,0.23201856148491878,1.0,2020-05
81,2020-05-15,50.0,16,15.0,105.0,2,3147.0,5.0,1274.0,59446.0,0.39246467817896385,1.0,2020-05
82,2020-05-16,42.0,14,13.0,106.0,5,3156.0,9.0,1011.0,60457.0,0.8902077151335311,1.0,2020-05
83,2020-05-17,38.0,9,8.0,106.0,1,3157.0,1.0,150.0,60607.0,0.6666666666666667,0.0,2020-05
84,2020-05-18,42.0,11,10.0,108.0,6,3169.0,12.0,990.0,61597.0,1.2121212121212122,2.0,2020-05
85,2020-05-19,43.0,7,6.0,108.0,5,3176.0,7.0,1067.0,62664.0,0.6560449859418931,0.0,2020-05
86,2020-05-20,48.0,7,6.0,108.0,10,3183.0,7.0,1513.0,64177.0,0.4626569729015202,0.0,2020-05
87,2020-05-21,36.0,6,5.0,108.0,1,3183.0,0.0,787.0,64964.0,0.0,0.0,2020-05
88,2020-05-22,37.0,9,8.0,108.0,8,3192.0,9.0,1197.0,66161.0,0.7518796992481203,0.0,2020-05
89,2020-05-23,27.0,8,7.0,109.0,0,3194.0,2.0,1211.0,67372.0,0.16515276630883566,1.0,2020-05
90,2020-05-24,28.0,5,4.0,109.0,0,3195.0,1.0,94.0,67466.0,1.0638297872340425,0.0,2020-05
91,2020-05-25,30.0,6,5.0,109.0,2,3197.0,2.0,944.0,68410.0,0.211864406779661,0.0,2020-05
92,2020-05-26,38.0,5,4.0,110.0,1,3202.0,5.0,1329.0,69739.0,0.3762227238525207,1.0,2020-05
93,2020-05-27,29.0,5,4.0,110.0,2,3203.0,1.0,1205.0,70944.0,0.08298755186721991,0.0,2020-05
94,2020-05-28,25.0,5,4.0,110.0,2,3206.0,3.0,2000.0,72944.0,0.15,0.0,2020-05
95,2020-05-29,25.0,4,3.0,110.0,4,3209.0,3.0,2205.0,75149.0,0.13605442176870747,0.0,2020-05
96,2020-05-30,23.0,4,3.0,110.0,2,3211.0,2.0,2016.0,77165.0,0.0992063492063492,0.0,2020-05
97,2020-05-31,24.0,4,4.0,110.0,2,3211.0,0.0,192.0,77357.0,0.0,0.0,2020-05
98,2020-06-01,21.0,4,4.0,110.0,2,3212.0,1.0,421.0,77778.0,0.23752969121140144,0.0,2020-06
99,2020-06-02,20.0,2,2.0,110.0,2,3214.0,2.0,1590.0,79368.0,0.12578616352201258,0.0,2020-06
100,2020-06-03,18.0,3,3.0,110.0,0,3216.0,2.0,1744.0,81112.0,0.11467889908256881,0.0,2020-06
101,2020-06-04,18.0,1,1.0,110.0,3,3220.0,4.0,1674.0,82786.0,0.23894862604540024,0.0,2020-06
102,2020-06-05,18.0,1,1.0,110.0,4,3221.0,1.0,2866.0,85652.0,0.034891835310537335,0.0,2020-06
103,2020-06-06,12.0,1,1.0,110.0,0,3223.0,2.0,1820.0,87472.0,0.10989010989010989,0.0,2020-06
104,2020-06-07,16.0,2,2.0,110.0,1,3224.0,1.0,506.0,87978.0,0.1976284584980237,0.0,2020-06
105,2020-06-08,18.0,2,2.0,110.0,0,3228.0,4.0,2240.0,90218.0,0.17857142857142858,0.0,2020-06
106,2020-06-09,16.0,1,1.0,110.0,3,3231.0,3.0,2602.0,92820.0,0.11529592621060722,0.0,2020-06
107,2020-06-10,16.0,1,1.0,110.0,4,3235.0,4.0,4490.0,97310.0,0.08908685968819599,0.0,2020-06
108,2020-06-11,15.0,0,0.0,110.0,1,3236.0,1.0,4025.0,101335.0,0.02484472049689441,0.0,2020-06
109,2020-06-12,16.0,0,0.0,110.0,5,3238.0,2.0,5950.0,107285.0,0.03361344537815126,0.0,2020-06
110,2020-06-13,12.0,1,1.0,110.0,3,3246.0,8.0,3370.0,110655.0,0.2373887240356083,0.0,2020-06
111,2020-06-14,10.0,1,1.0,110.0,0,3248.0,2.0,666.0,111321.0,0.3003003003003003,0.0,2020-06
112,2020-06-15,13.0,2,2.0,110.0,1,3253.0,5.0,4784.0,116105.0,0.10451505016722408,0.0,2020-06
113,2020-06-16,14.0,1,1.0,110.0,5,3260.0,7.0,4837.0,120942.0,0.1447178002894356,0.0,2020-06
114,2020-06-17,10.0,2,2.0,110.0,4,3261.0,1.0,6241.0,127183.0,0.01602307322544464,0.0,2020-06
115,2020-06-18,12.0,2,2.0,110.0,1,3267.0,6.0,6159.0,133342.0,0.0974184120798831,0.0,2020-06
116,2020-06-19,11.0,1,1.0,110.0,3,3276.0,9.0,6796.0,140138.0,0.13243084167157151,0.0,2020-06
117,2020-06-20,12.0,1,1.0,110.0,2,3289.0,13.0,5397.0,145535.0,0.2408745599407078,0.0,2020-06
118,2020-06-21,14.0,2,2.0,110.0,0,3289.0,0.0,504.0,146039.0,0.0,0.0,2020-06
119,2020-06-22,14.0,1,1.0,110.0,3,3301.0,12.0,6053.0,152092.0,0.19824880224681976,0.0,2020-06
120,2020-06-23,11.0,0,0.0,110.0,1,3303.0,2.0,139.0,152231.0,1.4388489208633095,0.0,2020-06
121,2020-06-24,13.0,0,0.0,110.0,3,3316.0,13.0,4677.0,156908.0,0.2779559546717982,0.0,2020-06
122,2020-06-25,12.0,1,1.0,110.0,0,3335.0,19.0,5277.0,162185.0,0.3600530604510138,0.0,2020-06
123,2020-06-26,8.0,1,1.0,110.0,1,3376.0,41.0,6134.0,168319.0,0.6684056080860776,0.0,2020-06
124,2020-06-27,12.0,1,1.0,110.0,0,3406.0,30.0,5527.0,173846.0,0.5427899402931066,0.0,2020-06
125,2020-06-28,9.0,2,2.0,110.0,1,3416.0,10.0,929.0,174775.0,1.0764262648008611,0.0,2020-06
126,2020-06-29,14.0,2,2.0,110.0,2,3460.0,44.0,8630.0,183405.0,0.5098493626882966,0.0,2020-06
127,2020-06-30,16.0,2,2.0,110.0,4,3484.0,24.0,7712.0,191117.0,0.3112033195020747,0.0,2020-06
128,2020-07-01,14.0,2,2.0,110.0,1,3534.0,50.0,10153.0,201270.0,0.4924652811976756,0.0,2020-07
129,2020-07-02,19.0,3,3.0,110.0,5,3577.0,43.0,11068.0,212338.0,0.38850740874593426,0.0,2020-07
130,2020-07-03,14.0,3,3.0,110.0,6,3605.0,28.0,10512.0,222850.0,0.2663622526636225,0.0,2020-07
131,2020-07-04,21.0,3,3.0,110.0,2,3654.0,49.0,7762.0,230612.0,0.6312805977840763,0.0,2020-07
132,2020-07-05,17.0,3,3.0,110.0,3,3666.0,12.0,1004.0,231616.0,1.1952191235059761,0.0,2020-07
133,2020-07-06,19.0,3,3.0,110.0,2,3714.0,48.0,9946.0,241562.0,0.48260607279308265,0.0,2020-07
134,2020-07-07,23.0,1,1.0,110.0,6,3766.0,52.0,9479.0,251041.0,0.5485810739529486,0.0,2020-07
135,2020-07-08,24.0,2,2.0,110.0,3,3817.0,51.0,11292.0,262333.0,0.45164718384697133,0.0,2020-07
136,2020-07-09,24.0,3,3.0,110.0,3,3852.0,35.0,11000.0,273333.0,0.3181818181818182,0.0,2020-07
137,2020-07-10,29.0,2,2.0,111.0,4,3908.0,56.0,5314.0,278647.0,1.0538200978547234,1.0,2020-07
138,2020-07-11,33.0,3,3.0,111.0,4,3985.0,77.0,7687.0,286334.0,1.0016911669051645,0.0,2020-07
139,2020-07-12,34.0,4,4.0,111.0,3,4012.0,27.0,4504.0,290838.0,0.5994671403197158,0.0,2020-07
140,2020-07-13,44.0,3,3.0,111.0,7,4104.0,92.0,10372.0,301210.0,0.887003470883147,0.0,2020-07
141,2020-07-14,34.0,4,4.0,111.0,7,4155.0,51.0,11496.0,312706.0,0.44363256784968685,0.0,2020-07
142,2020-07-15,37.0,5,5.0,111.0,2,4289.0,134.0,14223.0,326929.0,0.9421359769387612,0.0,2020-07
143,2020-07-16,36.0,4,4.0,111.0,2,4395.0,106.0,13278.0,340207.0,0.7983129989456242,0.0,2020-07
144,2020-07-17,36.0,6,6.0,111.0,3,4467.0,72.0,14297.0,354504.0,0.5036021542981045,0.0,2020-07
145,2020-07-18,42.0,6,6.0,111.0,5,4564.0,97.0,12590.0,367094.0,0.7704527402700556,0.0,2020-07
146,2020-07-19,47.0,7,7.0,111.0,3,4591.0,27.0,3039.0,370133.0,0.8884501480750246,0.0,2020-07
147,2020-07-20,50.0,5,5.0,111.0,7,4662.0,71.0,9621.0,379754.0,0.7379690260887641,0.0,2020-07
148,2020-07-21,55.0,5,5.0,111.0,3,4775.0,113.0,16175.0,395929.0,0.6986089644513137,0.0,2020-07
149,2020-07-22,57.0,1,1.0,112.0,7,4852.0,77.0,7037.0,402966.0,1.0942162853488704,1.0,2020-07
150,2020-07-23,49.0,3,3.0,112.0,4,4937.0,85.0,15085.0,418051.0,0.563473649320517,0.0,2020-07
151,2020-07-24,44.0,4,4.0,112.0,2,5058.0,121.0,10459.0,428510.0,1.1568983650444593,0.0,2020-07
152,2020-07-25,50.0,4,4.0,112.0,0,5132.0,74.0,6020.0,434530.0,1.229235880398671,0.0,2020-07
153,2020-07-26,55.0,6,6.0,112.0,7,5172.0,40.0,1041.0,435571.0,3.842459173871278,0.0,2020-07
154,2020-07-27,50.0,5,5.0,113.0,5,5205.0,33.0,14254.0,449825.0,0.23151396099340538,1.0,2020-07
155,2020-07-28,55.0,4,4.0,114.0,3,5343.0,138.0,8328.0,458153.0,1.6570605187319885,1.0,2020-07
156,2020-07-29,57.0,6,6.0,114.0,11,5410.0,67.0,6620.0,464773.0,1.012084592145015,0.0,2020-07
157,2020-07-30,48.0,7,7.0,114.0,3,5478.0,68.0,9658.0,474431.0,0.7040795195692691,0.0,2020-07
158,2020-07-31,47.0,6,6.0,116.0,7,5555.0,77.0,8597.0,483028.0,0.8956612771897174,2.0,2020-07
159,2020-08-01,51.0,6,6.0,117.0,2,5603.0,48.0,6119.0,489147.0,0.7844419022716129,1.0,2020-08
160,2020-08-02,54.0,7,7.0,118.0,5,5610.0,7.0,858.0,490005.0,0.8158508158508158,1.0,2020-08
161,2020-08-03,52.0,7,7.0,118.0,10,5659.0,49.0,6162.0,496167.0,0.795196364816618,0.0,2020-08
162,2020-08-04,42.0,5,5.0,118.0,4,5738.0,79.0,7723.0,503890.0,1.022918554965687,0.0,2020-08
163,2020-08-05,42.0,9,9.0,119.0,3,5792.0,54.0,9971.0,513861.0,0.5415705546083642,1.0,2020-08
164,2020-08-06,42.0,6,6.0,119.0,2,5825.0,33.0,6151.0,520012.0,0.5364981303853031,0.0,2020-08
165,2020-08-07,41.0,8,8.0,120.0,12,5871.0,46.0,6859.0,526871.0,0.6706516984983234,1.0,2020-08
166,2020-08-08,39.0,8,8.0,121.0,5,5900.0,29.0,5835.0,532706.0,0.49700085689802914,1.0,2020-08
167,2020-08-09,35.0,6,6.0,122.0,1,5907.0,7.0,342.0,533048.0,2.046783625730994,1.0,2020-08
168,2020-08-10,41.0,4,4.0,123.0,3,5932.0,25.0,5500.0,538548.0,0.45454545454545453,1.0,2020-08
169,2020-08-11,41.0,3,3.0,123.0,7,5976.0,44.0,6546.0,545094.0,0.6721662083715246,0.0,2020-08
170,2020-08-12,37.0,1,1.0,123.0,6,6031.0,55.0,4728.0,549822.0,1.1632825719120137,0.0,2020-08
171,2020-08-13,35.0,3,3.0,123.0,6,6063.0,32.0,4613.0,554435.0,0.6936917407327119,0.0,2020-08
172,2020-08-14,40.0,4,4.0,124.0,2,6089.0,26.0,8378.0,562813.0,0.31033659584626405,1.0,2020-08
173,2020-08-15,29.0,3,3.0,124.0,2,6104.0,15.0,2521.0,565334.0,0.5950019833399445,0.0,2020-08
174,2020-08-16,34.0,3,3.0,124.0,0,6110.0,6.0,480.0,565814.0,1.25,0.0,2020-08
175,2020-08-17,28.0,4,4.0,124.0,4,6133.0,23.0,3400.0,569214.0,0.676470588235294,0.0,2020-08
176,2020-08-18,30.0,3,3.0,124.0,4,6191.0,58.0,5559.0,574773.0,1.0433531210649396,0.0,2020-08
177,2020-08-19,31.0,3,3.0,124.0,1,6244.0,53.0,8553.0,583326.0,0.6196656144043026,0.0,2020-08
178,2020-08-20,37.0,3,3.0,124.0,4,6303.0,59.0,4940.0,588266.0,1.194331983805668,0.0,2020-08
179,2020-08-21,26.0,1,1.0,124.0,3,6353.0,50.0,7805.0,596071.0,0.6406149903907752,0.0,2020-08
180,2020-08-22,31.0,1,1.0,124.0,1,6372.0,19.0,5551.0,601622.0,0.3422806701495226,0.0,2020-08
181,2020-08-23,30.0,1,1.0,124.0,1,6381.0,9.0,988.0,602610.0,0.9109311740890688,0.0,2020-08
182,2020-08-24,31.0,1,1.0,124.0,2,6409.0,28.0,2768.0,605378.0,1.0115606936416186,0.0,2020-08
183,2020-08-25,31.0,2,2.0,124.0,3,6484.0,75.0,6669.0,612047.0,1.1246063877642825,0.0,2020-08
184,2020-08-26,25.0,2,2.0,124.0,4,6535.0,51.0,5922.0,617969.0,0.8611955420466059,0.0,2020-08
185,2020-08-27,28.0,2,2.0,124.0,7,6572.0,37.0,8081.0,626050.0,0.45786412572701396,0.0,2020-08
186,2020-08-28,21.0,4,4.0,124.0,4,6616.0,44.0,6845.0,632895.0,0.6428049671292915,0.0,2020-08
187,2020-08-29,20.0,3,3.0,124.0,2,6664.0,48.0,6613.0,639508.0,0.7258430364433691,0.0,2020-08
188,2020-08-30,25.0,2,2.0,124.0,0,6668.0,4.0,939.0,640447.0,0.42598509052183176,0.0,2020-08
189,2020-08-31,26.0,2,2.0,124.0,9,6692.0,24.0,5233.0,645680.0,0.45862793808522834,0.0,2020-08
190,2020-09-01,15.0,1,1.0,124.0,1,6740.0,48.0,9996.0,655676.0,0.4801920768307323,0.0,2020-09
191,2020-09-02,14.0,2,2.0,124.0,2,6800.0,60.0,7553.0,663229.0,0.7943863365550111,0.0,2020-09
192,2020-09-03,11.0,0,0.0,124.0,3,6843.0,43.0,7368.0,670597.0,0.5836047774158524,0.0,2020-09
193,2020-09-04,10.0,0,0.0,124.0,2,6885.0,42.0,9198.0,679795.0,0.45662100456621,0.0,2020-09
194,2020-09-05,10.0,0,0.0,124.0,0,6938.0,53.0,7352.0,687147.0,0.720892274211099,0.0,2020-09
195,2020-09-06,15.0,0,0.0,124.0,0,6948.0,10.0,1140.0,688287.0,0.8771929824561403,0.0,2020-09
196,2020-09-07,20.0,0,0.0,124.0,0,6962.0,14.0,5132.0,693419.0,0.2727981293842557,0.0,2020-09
197,2020-09-08,23.0,0,0.0,124.0,2,7010.0,48.0,9994.0,703413.0,0.48028817290374226,0.0,2020-09
198,2020-09-09,21.0,0,0.0,124.0,1,7075.0,65.0,7731.0,711144.0,0.840770922261027,0.0,2020-09
199,2020-09-10,20.0,1,1.0,125.0,4,7145.0,70.0,8836.0,719980.0,0.7922136713444997,1.0,2020-09
200,2020-09-11,17.0,0,0.0,125.0,4,7180.0,35.0,9972.0,729952.0,0.3509827517047734,0.0,2020-09
201,2020-09-12,18.0,0,0.0,125.0,3,7224.0,44.0,7815.0,737767.0,0.5630198336532309,0.0,2020-09
202,2020-09-13,15.0,1,1.0,125.0,1,7230.0,6.0,1393.0,739160.0,0.4307250538406317,0.0,2020-09
203,2020-09-14,19.0,0,0.0,125.0,1,7270.0,40.0,7716.0,746876.0,0.5184033177812338,0.0,2020-09
204,2020-09-15,22.0,0,0.0,125.0,1,7380.0,110.0,10513.0,757389.0,1.0463235993531816,0.0,2020-09
205,2020-09-16,23.0,0,0.0,125.0,4,7526.0,146.0,8950.0,766339.0,1.6312849162011172,0.0,2020-09
206,2020-09-17,17.0,1,1.0,125.0,1,7703.0,177.0,4179.0,770518.0,4.235463029432879,0.0,2020-09
207,2020-09-18,16.0,0,0.0,125.0,2,7788.0,85.0,4670.0,775188.0,1.8201284796573876,0.0,2020-09
208,2020-09-19,20.0,2,2.0,125.0,0,7891.0,103.0,3654.0,778842.0,2.8188286808976466,0.0,2020-09
